loyalty_number,total_flights,distance,points_accumulated,points_redeemed,months_recorded,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,salary_missing_flag,cancelled_flag,salary_band,clv_band,enrollment_date,cancellation_date,points_balance,redemption_rate,activity_segment,clv_segment,customer_segment
742002,28,54018,54018,537,24,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,3915.8,1,0,Unknown,Medium CLV,2016-05-01,,53481,9.94113073419971e-03,Medium Activity,Low CLV,Low Value Regular
654890,37,56185,56185,1004,24,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,51468,Single,Aurora,5065.49,0,0,Medium,Medium CLV,2013-11-01,,55181,1.78695381329536e-02,Medium Activity,High CLV,High Value Active
923293,41,52419,52419,850,24,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,86793,Divorced,Star,3985.55,0,0,Medium,Medium CLV,2016-06-01,,51569,1.62154943818081e-02,Medium Activity,Low CLV,Low Value Regular
780631,3,4362,4362,0,24,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,92131,Married,Star,4331.46,0,0,Medium,Medium CLV,2018-11-01,,4362,0,Low Activity,Medium CLV,Medium Value Casual
521384,39,52051,52051,0,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,71069,Married,Star,4472.33,0,0,Medium,Medium CLV,2016-01-01,,52051,0,Medium Activity,Medium CLV,Medium Value Regular
830024,31,40015,40015,1172,24,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Single,Star,4362.77,1,0,Unknown,Medium CLV,2015-04-01,,38843,2.9289016618768e-02,Medium Activity,Medium CLV,Medium Value Regular
709550,38,59735,59735,1334,24,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,103558,Single,Star,4928,0,0,High,Medium CLV,2012-07-01,,58401,2.23319661839792e-02,Medium Activity,Medium CLV,Medium Value Regular
127590,35,55908,55908,528,24,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,80927,Married,Star,4582.9,0,0,Medium,Medium CLV,2017-04-01,,55380,9.4440867138871e-03,Medium Activity,Medium CLV,Medium Value Regular
198424,35,55510,55510,1107,24,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Married,Star,4863.54,1,0,Unknown,Medium CLV,2014-06-01,,54403,1.9942352729238e-02,Medium Activity,Medium CLV,Medium Value Regular
289177,33,43107,43107,998,24,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,55909,Married,Star,4525.28,0,0,Medium,Medium CLV,2014-12-01,,42109,2.31516923005544e-02,Medium Activity,Medium CLV,Medium Value Regular
355331,51,75018,75018,2592,24,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Divorced,Star,4145.02,1,0,Unknown,Medium CLV,2013-07-01,,72426,3.45517075901784e-02,High Activity,Low CLV,Low Value Active
344180,22,31743,31743,391,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,4502.67,1,0,Unknown,Medium CLV,2017-07-01,,31352,1.23176763380903e-02,Low Activity,Medium CLV,Medium Value Casual
812282,50,86908,86908,385,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,95167,Single,Aurora,5191.45,0,0,Medium,Medium CLV,2014-04-01,,86523,4.42997192433378e-03,High Activity,High CLV,High Value Frequent Flyer
481450,4,5348,5348,0,24,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,74135,Married,Aurora,5073.28,0,0,Medium,Medium CLV,2018-10-01,,5348,0,Low Activity,High CLV,High Value Low Activity
639510,48,57417,57417,985,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Star,4518.02,1,0,Unknown,Medium CLV,2012-12-01,,56432,1.7155197937893e-02,High Activity,Medium CLV,Medium Value Power User
529098,24,36853,36853,1682,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Divorced,Star,3974.86,1,0,Unknown,Medium CLV,2017-10-01,,35171,4.56407890809432e-02,Medium Activity,Low CLV,Low Value Regular
161437,42,67067,67067,567,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,80191,Single,Aurora,4940.51,0,0,Medium,Medium CLV,2013-02-01,,66500,8.45423233482935e-03,Medium Activity,Medium CLV,Medium Value Regular
999143,0,0,0,0,24,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,58473,Married,Star,4861.37,0,1,Medium,Medium CLV,2015-07-01,2016-03-01,0,0,No Activity,Medium CLV,Medium Value Inactive
226176,0,0,0,0,24,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Aurora,5121.56,1,1,Unknown,Medium CLV,2015-08-01,2016-04-01,0,0,No Activity,High CLV,High Value At Risk
450979,33,60330,60330,304,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Divorced,Star,4541.26,1,0,Unknown,Medium CLV,2018-11-01,,60026,5.03895242831096e-03,Medium Activity,Medium CLV,Medium Value Regular
757634,45,66682,66682,1454,24,Canada,Alberta,Peace River,T9O 2W2,Female,Bachelor,80892,Married,Aurora,5178.7,0,0,Medium,Medium CLV,2016-04-01,,65228,2.18049848534837e-02,High Activity,High CLV,High Value Frequent Flyer
582861,25,37048,37048,0,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,95061,Married,Aurora,4984.62,0,0,Medium,Medium CLV,2017-06-01,,37048,0,Medium Activity,Medium CLV,Medium Value Regular
484718,36,63812,63812,2102,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,76367,Single,Star,4089.46,0,0,Medium,Medium CLV,2012-06-01,,61710,3.29405127562214e-02,Medium Activity,Low CLV,Low Value Regular
945014,28,51115,51115,1110,24,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,95061,Married,Aurora,4984.62,0,0,Medium,Medium CLV,2017-07-01,,50005,2.17157390198572e-02,Medium Activity,Medium CLV,Medium Value Regular
352834,34,50688,50688,308,24,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,58212,Married,Star,4582.69,0,0,Medium,Medium CLV,2017-08-01,,50380,6.07638888888889e-03,Medium Activity,Medium CLV,Medium Value Regular
508854,48,69217,69217,551,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Married,Aurora,5049.12,1,0,Unknown,Medium CLV,2012-05-01,,68666,7.96047213834752e-03,High Activity,High CLV,High Value Frequent Flyer
747304,22,38775,38775,1006,24,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,62030,Divorced,Star,4617.84,0,0,Medium,Medium CLV,2012-07-01,,37769,2.59445519019987e-02,Low Activity,Medium CLV,Medium Value Casual
202585,25,38539,38539,2016,24,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Aurora,5088.69,1,0,Unknown,Medium CLV,2016-03-01,,36523,5.23106463582345e-02,Medium Activity,High CLV,High Value Active
324707,31,49271,49271,976,24,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Star,4572.04,1,0,Unknown,Medium CLV,2013-03-01,,48295,1.98088124860466e-02,Medium Activity,Medium CLV,Medium Value Regular
144514,31,50773,50773,1599,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,49618,Married,Star,3864.78,0,0,Low,Medium CLV,2016-06-01,,49174,3.14931164201446e-02,Medium Activity,Low CLV,Low Value Regular
164429,38,53549,53549,2221,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,57852,Single,Star,4169.36,0,0,Medium,Medium CLV,2012-09-01,,51328,4.14760312984369e-02,Medium Activity,Low CLV,Low Value Regular
251116,1,1367,1367,0,24,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,83445,Married,Star,4766.65,0,1,Medium,Medium CLV,2014-07-01,2017-01-01,1367,0,Low Activity,Medium CLV,Medium Value Casual
372183,33,54262,54262,2883,24,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Single,Star,4745.68,1,0,Unknown,Medium CLV,2013-09-01,,51379,5.31311046404482e-02,Medium Activity,Medium CLV,Medium Value Regular
290249,73,113656,113656,2114,24,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,75400,Single,Star,4815.85,0,0,Medium,Medium CLV,2014-09-01,,111542,1.85999859224326e-02,High Activity,Medium CLV,Medium Value Power User
217284,0,0,0,0,24,Canada,Alberta,Edmonton,T3G 6Y6,Female,Doctor,241906,Divorced,Star,4815.01,0,1,High,Medium CLV,2015-05-01,2016-01-01,0,0,No Activity,Medium CLV,Medium Value Inactive
801821,27,35658,35658,473,24,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Single,Aurora,4941.65,1,0,Unknown,Medium CLV,2015-10-01,,35185,1.32649054910539e-02,Medium Activity,Medium CLV,Medium Value Regular
590301,28,39568,39568,440,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,78114,Married,Aurora,5126.04,0,0,Medium,Medium CLV,2012-10-01,,39128,1.11200970481197e-02,Medium Activity,High CLV,High Value Active
426185,40,61070,61070,1381,24,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,83007,Married,Star,4731.75,0,0,Medium,Medium CLV,2015-11-01,,59689,2.26133944653676e-02,Medium Activity,Medium CLV,Medium Value Regular
201220,49,74581,74581,1705,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,63517,Married,Star,4892.62,0,0,Medium,Medium CLV,2013-09-01,,72876,2.28610504015768e-02,High Activity,Medium CLV,Medium Value Power User
241038,48,61986,61986,2540,24,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,51989,Married,Aurora,5244.55,0,0,Medium,Medium CLV,2014-07-01,,59446,4.09769948052786e-02,High Activity,High CLV,High Value Frequent Flyer
517758,44,65322,65322,0,24,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Doctor,269011,Divorced,Star,4570.67,0,0,High,Medium CLV,2012-12-01,,65322,0,High Activity,Medium CLV,Medium Value Power User
639383,5,9464,9464,0,24,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,46978,Married,Star,4381.18,0,0,Low,Medium CLV,2018-10-01,,9464,0,Low Activity,Medium CLV,Medium Value Casual
982608,9,12296,12296,871,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,4921.75,1,1,Unknown,Medium CLV,2016-09-01,2017-05-01,11425,7.08360442420299e-02,Low Activity,Medium CLV,Medium Value Casual
965066,18,30345,30345,0,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,85887,Married,Star,4838.21,0,1,Medium,Medium CLV,2017-12-01,2018-08-01,30345,0,Low Activity,Medium CLV,Medium Value Casual
329382,0,0,0,0,24,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,3961.59,1,0,Unknown,Medium CLV,2012-08-01,,0,0,No Activity,Low CLV,Low Value Inactive
845864,41,54793,54793,1376,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,115440,Married,Star,4013.85,0,0,High,Medium CLV,2013-04-01,,53417,2.51126968773383e-02,Medium Activity,Low CLV,Low Value Regular
591608,34,51160,51160,976,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,80885,Married,Aurora,5074.25,0,0,Medium,Medium CLV,2013-01-01,,50184,1.90774042220485e-02,Medium Activity,High CLV,High Value Active
238233,24,34793,34793,0,24,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,85577,Married,Star,4307.42,0,0,Medium,Medium CLV,2017-04-01,,34793,0,Medium Activity,Low CLV,Low Value Regular
667687,2,4376,4376,0,24,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,4512.2,1,0,Unknown,Medium CLV,2018-11-01,,4376,0,Low Activity,Medium CLV,Medium Value Casual
983524,71,118872,178307,575,11,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,50598,Married,Star,2695.96,0,0,Medium,Low CLV,2018-04-01,,177732,3.22477524718603e-03,High Activity,Low CLV,Low Value Active
948404,21,28763,28763,2309,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Doctor,86499,Married,Star,4447.42,0,0,Medium,Medium CLV,2014-12-01,,26454,8.02767444286062e-02,Low Activity,Medium CLV,Medium Value Casual
642109,46,60699,60699,816,24,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,94908,Married,Star,4335.35,0,0,Medium,Medium CLV,2014-02-01,,59883,1.34433845697623e-02,High Activity,Medium CLV,Medium Value Power User
845613,3,4701,4701,687,24,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,54297,Married,Star,4198.03,0,0,Medium,Medium CLV,2018-10-01,,4014,0.146139119336311,Low Activity,Low CLV,Low Value Low Activity
655743,43,70808,70808,1975,24,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,60806,Single,Star,4505.85,0,0,Medium,Medium CLV,2013-07-01,,68833,2.78923285504463e-02,High Activity,Medium CLV,Medium Value Power User
878633,44,57250,57250,0,24,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,163974,Married,Star,3936.79,0,0,High,Medium CLV,2013-12-01,,57250,0,High Activity,Low CLV,Low Value Active
989048,45,75402,75402,475,24,Canada,British Columbia,Kelowna,V09 2E9,Female,College,,Single,Star,4929.81,1,0,Unknown,Medium CLV,2016-04-01,,74927,6.29956765072544e-03,High Activity,Medium CLV,Medium Value Power User
746226,6,4347,4347,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,63501,Married,Star,4089.04,0,0,Medium,Medium CLV,2018-01-01,,4347,0,Low Activity,Low CLV,Low Value Low Activity
302509,27,41366,41366,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,74238,Married,Star,4213.92,0,0,Medium,Medium CLV,2017-03-01,,41366,0,Medium Activity,Low CLV,Low Value Regular
831087,40,58940,58940,1833,24,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,86648,Married,Star,4932.88,0,0,Medium,Medium CLV,2012-11-01,,57107,3.10994231421785e-02,Medium Activity,Medium CLV,Medium Value Regular
413445,14,29156,29156,1117,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,68171,Divorced,Star,4582.16,0,1,Medium,Medium CLV,2017-08-01,2018-04-01,28039,3.83111537933873e-02,Low Activity,Medium CLV,Medium Value Casual
855602,26,49052,73578,464,11,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,60704,Single,Nova,3133.5,0,0,Medium,Medium CLV,2018-03-01,,73114,6.30623284133844e-03,Medium Activity,Low CLV,Low Value Regular
109767,44,66909,66909,1752,24,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,89062,Single,Star,3886.65,0,0,Medium,Medium CLV,2016-05-01,,65157,2.61848181858943e-02,High Activity,Low CLV,Low Value Active
738427,49,77744,77744,1549,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,Doctor,192498,Married,Aurora,4983.18,0,0,High,Medium CLV,2017-01-01,,76195,1.99243671537353e-02,High Activity,Medium CLV,Medium Value Power User
192096,3,2535,2535,0,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,64647,Divorced,Aurora,5112.31,0,0,Medium,Medium CLV,2018-10-01,,2535,0,Low Activity,High CLV,High Value Low Activity
819569,39,54941,54941,973,24,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,4644.9,1,0,Unknown,Medium CLV,2015-04-01,,53968,1.77099069911359e-02,Medium Activity,Medium CLV,Medium Value Regular
308379,43,70145,70145,518,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,74847,Married,Star,4883.81,0,0,Medium,Medium CLV,2016-09-01,,69627,7.38470311497612e-03,High Activity,Medium CLV,Medium Value Power User
445867,38,49808,49808,519,24,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Divorced,Star,4836.39,1,0,Unknown,Medium CLV,2014-07-01,,49289,1.04200128493415e-02,Medium Activity,Medium CLV,Medium Value Regular
469977,42,65562,65562,363,24,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,91312,Single,Aurora,5168.15,0,0,Medium,Medium CLV,2015-08-01,,65199,5.53674384552027e-03,Medium Activity,High CLV,High Value Active
622269,0,0,0,0,24,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,47523,Married,Aurora,4949.8,0,1,Low,Medium CLV,2014-04-01,2014-11-01,0,0,No Activity,Medium CLV,Medium Value Inactive
879600,0,0,0,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,79745,Married,Aurora,5214.97,0,1,Medium,Medium CLV,2015-12-01,2016-08-01,0,0,No Activity,High CLV,High Value At Risk
837628,33,48258,48258,644,24,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,60928,Married,Star,4330.77,0,0,Medium,Medium CLV,2014-10-01,,47614,1.3344937626922e-02,Medium Activity,Medium CLV,Medium Value Regular
464471,0,0,0,0,24,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Single,Star,4755.48,1,1,Unknown,Medium CLV,2014-12-01,2015-08-01,0,0,No Activity,Medium CLV,Medium Value Inactive
585357,51,84589,84589,1935,24,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,4250.28,1,0,Unknown,Medium CLV,2016-10-01,,82654,2.28753147572379e-02,High Activity,Low CLV,Low Value Active
556492,95,149782,224673,543,11,Canada,Alberta,Edmonton,T9G 1W3,Male,College,,Single,Nova,3099.54,1,0,Unknown,Medium CLV,2018-03-01,,224130,2.41684581591914e-03,High Activity,Low CLV,Low Value Active
182587,27,51165,51165,1045,24,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Aurora,5156.07,1,1,Unknown,Medium CLV,2014-01-01,2017-12-01,50120,2.04241180494479e-02,Medium Activity,High CLV,High Value Active
437022,38,61910,61910,331,24,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,95061,Married,Aurora,4984.62,0,0,Medium,Medium CLV,2016-11-01,,61579,5.34647068324988e-03,Medium Activity,Medium CLV,Medium Value Regular
326561,11,21817,21817,0,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,94208,Single,Star,4554.56,0,1,Medium,Medium CLV,2015-01-01,2017-05-01,21817,0,Low Activity,Medium CLV,Medium Value Casual
264936,40,45417,45417,539,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,4272.81,1,0,Unknown,Medium CLV,2013-08-01,,44878,1.1867802805117e-02,Medium Activity,Low CLV,Low Value Regular
870998,47,66987,66987,1331,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,76159,Married,Star,4330.39,0,0,Medium,Medium CLV,2016-04-01,,65656,1.98695269231343e-02,High Activity,Medium CLV,Medium Value Power User
612905,35,48796,48796,569,24,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Married,Star,3920.51,1,0,Unknown,Medium CLV,2015-02-01,,48227,1.16607918681859e-02,Medium Activity,Low CLV,Low Value Regular
306402,34,53662,53662,778,24,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,53024,Divorced,Aurora,5011.75,0,0,Medium,Medium CLV,2014-02-01,,52884,1.44981551190787e-02,Medium Activity,High CLV,High Value Active
159275,47,67178,67178,2460,24,Canada,Quebec,Montreal,H2Y 4R4,Female,Doctor,109664,Single,Star,4763.33,0,0,High,Medium CLV,2013-08-01,,64718,3.66191312632112e-02,High Activity,Medium CLV,Medium Value Power User
493427,44,63488,63488,626,24,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,97547,Married,Aurora,5067,0,0,Medium,Medium CLV,2015-07-01,,62862,9.8601310483871e-03,High Activity,High CLV,High Value Frequent Flyer
633999,22,25670,25670,462,24,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,83735,Married,Aurora,5028.58,0,0,Medium,Medium CLV,2017-12-01,,25208,1.79976626412154e-02,Low Activity,High CLV,High Value Low Activity
270570,33,55700,55700,1677,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,4692.66,1,0,Unknown,Medium CLV,2016-10-01,,54023,3.01077199281867e-02,Medium Activity,Medium CLV,Medium Value Regular
599341,58,102009,102009,1863,24,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,54890,Married,Star,3891.54,0,0,Medium,Medium CLV,2015-11-01,,100146,1.82630944328442e-02,High Activity,Low CLV,Low Value Active
861924,30,45189,45189,1023,24,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Single,Star,4377.53,1,0,Unknown,Medium CLV,2013-09-01,,44166,2.26382526721105e-02,Medium Activity,Medium CLV,Medium Value Regular
821404,21,31797,31797,0,24,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,67898,Married,Star,4926.28,0,0,Medium,Medium CLV,2016-01-01,,31797,0,Low Activity,Medium CLV,Medium Value Casual
988178,63,86527,86527,1190,24,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,3871.07,1,0,Unknown,Medium CLV,2013-10-01,,85337,1.37529326106302e-02,High Activity,Low CLV,Low Value Active
205445,37,55081,55081,423,24,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,65697,Married,Star,4905.32,0,0,Medium,Medium CLV,2016-08-01,,54658,7.67959913581816e-03,Medium Activity,Medium CLV,Medium Value Regular
197529,0,0,0,0,24,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Married,Star,4699.03,1,0,Unknown,Medium CLV,2018-12-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
726732,22,31252,31252,859,24,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,4740.2,1,1,Unknown,Medium CLV,2015-06-01,2017-11-01,30393,2.74862408805836e-02,Low Activity,Medium CLV,Medium Value Casual
173212,39,43126,43126,2193,24,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,76014,Married,Aurora,5141.98,0,0,Medium,Medium CLV,2013-04-01,,40933,5.08509947595418e-02,Medium Activity,High CLV,High Value Active
917630,28,47734,47734,0,24,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,61809,Married,Star,4282.95,0,0,Medium,Medium CLV,2016-12-01,,47734,0,Medium Activity,Low CLV,Low Value Regular
567875,15,24199,24199,0,24,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,102457,Married,Star,3979.72,0,0,High,Medium CLV,2017-05-01,,24199,0,Low Activity,Low CLV,Low Value Low Activity
884530,12,19909,19909,372,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61040,Married,Star,4381.88,0,0,Medium,Medium CLV,2018-07-01,,19537,1.86850168265609e-02,Low Activity,Medium CLV,Medium Value Casual
712114,83,146699,220048,503,11,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,87293,Married,Nova,3235.36,0,0,Medium,Medium CLV,2018-04-01,,219545,2.28586490220316e-03,High Activity,Low CLV,Low Value Active
654748,12,16433,16433,0,24,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,65721,Married,Star,3996.77,0,1,Medium,Medium CLV,2017-04-01,2017-12-01,16433,0,Low Activity,Low CLV,Low Value Low Activity
258358,8,17559,17559,0,24,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Star,4363.2,1,1,Unknown,Medium CLV,2016-07-01,2017-03-01,17559,0,Low Activity,Medium CLV,Medium Value Casual
630320,50,87384,87384,0,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,88028,Married,Star,4700.58,0,0,Medium,Medium CLV,2015-10-01,,87384,0,High Activity,Medium CLV,Medium Value Power User
446968,0,0,0,0,24,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,102934,Single,Star,4623.62,0,1,High,Medium CLV,2015-01-01,2015-09-01,0,0,No Activity,Medium CLV,Medium Value Inactive
